age_A,age_B,height_A,height_B,reach_A,reach_B,is_orthodox_A,is_orthodox_B,is_southpaw_A,is_southpaw_B,weight_A,weight_B,won_A,won_B,lost_A,lost_B,drawn_A,drawn_B,kos_A,kos_B
0.1724137931034483,0.7333333333333334,0.25862068965517215,0.3529411764705883,0.3125,0.8186528497409327,1.0,1.0,0.0,0.0,0.2890173410404624,0.4528301886792453,0.2682926829268293,0.6000000000000001,0.11764705882352941,0.022727272727272728,0.0,0.0,0.2,0.6122448979591836
