age_A,age_B,height_A,height_B,reach_A,reach_B,is_orthodox_A,is_orthodox_B,is_southpaw_A,is_southpaw_B,weight_A,weight_B,won_A,won_B,lost_A,lost_B,drawn_A,drawn_B,kos_A,kos_B,result_A,result_B,result_T
26,27,178,180,177,185,0,0,1,1,142,140,7,8,0,2,0,1,7,3,1,0,0
34,30,173,171,175,182,1,1,0,0,134,134,18,27,0,8,0,1,15,23,1,0,0
32,36,173,168,175,183,1,1,0,0,135,135,12,42,0,15,0,1,9,27,1,0,0
23,34,180,175,184,188,1,1,0,0,153,153,14,30,0,6,1,0,8,20,1,0,0
23,37,180,179,184,185,1,1,0,0,155,154,12,33,0,4,1,1,7,19,1,0,0
21,29,180,173,184,193,1,1,0,0,154,154,6,2,0,5,1,1,4,1,1,0,0
20,26,180,173,184,178,1,1,0,0,154,149,5,26,0,44,0,2,4,6,1,0,0
20,26,157,170,168,170,1,1,0,0,127,130,4,5,0,9,0,2,2,1,1,0,0
28,31,166,163,173,169,1,1,0,0,118,118,25,44,1,2,0,2,17,34,1,0,0
27,28,166,168,173,160,1,1,0,0,115,114,22,27,1,4,0,1,14,12,1,0,0
25,26,166,166,173,169,1,1,0,0,112,111,19,23,1,1,0,0,12,15,1,0,0
25,29,166,166,173,170,1,1,0,0,111,111,18,35,1,2,0,1,11,26,1,0,0
31,24,166,166,164,173,0,0,1,1,112,112,28,17,0,1,0,0,22,10,0,1,0
24,36,166,168,173,173,1,1,0,0,115,116,16,5,1,9,0,0,9,2,1,0,0
23,31,166,168,173,168,1,1,0,0,115,115,15,35,1,27,0,1,9,18,1,0,0
25,27,191,188,197,197,1,1,0,0,168,168,14,8,0,2,0,0,11,5,1,0,0
24,23,191,185,197,183,1,1,0,0,168,167,12,10,0,2,0,0,10,6,1,0,0
23,28,191,180,197,188,1,1,0,0,168,170,4,3,0,8,0,2,4,2,1,0,0
23,34,191,185,197,185,1,1,0,0,165,165,1,0,0,3,0,0,1,0,1,0,0
26,34,164,163,164,170,0,0,1,1,117,119,8,15,0,9,0,0,3,6,1,0,0
30,42,175,175,171,182,1,1,0,0,159,159,8,44,0,13,0,0,6,18,1,0,0
30,34,175,173,171,173,1,1,0,0,168,167,7,8,0,1,0,1,5,4,1,0,0
29,34,175,180,171,187,1,1,0,0,159,160,5,28,0,6,0,1,4,12,1,0,0
33,25,166,170,165,170,1,1,0,0,133,133,24,16,1,1,0,1,17,3,1,0,0
30,28,166,169,165,173,1,1,0,0,130,130,21,34,0,3,0,4,16,26,1,0,0
29,31,166,165,165,178,1,1,0,0,127,127,20,41,0,3,0,0,16,34,1,0,0
28,29,166,168,165,170,1,1,0,0,126,126,18,35,0,10,0,2,15,23,1,0,0
27,30,166,168,165,178,1,1,0,0,126,127,12,27,0,2,0,0,10,18,1,0,0
25,28,166,170,165,183,1,1,0,0,126,124,4,17,0,4,0,1,3,14,1,0,0
30,32,183,174,188,179,1,1,0,0,160,162,8,24,0,10,0,1,5,10,1,0,0
28,27,183,177,188,173,1,1,0,0,161,162,5,24,0,4,0,3,4,8,1,0,0
28,35,168,173,170,173,1,1,0,0,135,134,32,31,1,7,0,1,24,19,0,1,0
34,23,173,168,173,170,1,1,0,0,137,138,29,16,7,2,1,0,17,8,1,0,0
22,29,169,173,173,173,1,1,0,0,135,134,19,24,0,4,0,0,12,16,1,0,0
29,23,170,173,169,173,0,0,1,1,129,131,10,16,1,2,1,0,6,8,1,0,0
21,25,173,168,173,180,1,1,0,0,126,126,9,8,2,2,0,2,6,6,1,0,0
25,28,174,174,170,173,1,1,0,0,135,135,23,29,2,6,0,1,9,15,0,1,0
35,23,168,174,175,170,1,1,0,0,130,131,36,14,3,2,1,0,24,5,0,1,0
26,32,165,157,169,161,1,1,0,0,112,112,18,36,1,2,0,0,10,19,1,0,0
26,31,165,157,169,161,1,1,0,0,112,112,16,35,1,1,0,0,10,19,1,0,0
25,29,157,153,161,158,1,1,0,0,108,108,20,20,1,6,0,2,11,12,1,0,0
26,34,189,188,196,201,1,1,0,0,176,176,24,26,2,7,0,0,14,23,1,0,0
25,34,189,189,196,193,1,1,0,0,173,175,23,22,2,5,0,1,13,9,1,0,0
22,23,189,185,196,185,1,1,0,0,173,175,13,15,2,1,0,0,4,8,1,0,0
22,22,189,175,196,178,1,1,0,0,172,170,12,7,2,1,0,0,3,6,1,0,0
21,36,189,183,196,188,1,1,0,0,168,167,11,11,2,13,0,1,3,6,1,0,0
24,20,168,189,188,196,1,1,0,0,159,160,11,10,2,1,0,0,6,3,1,0,0
20,25,189,170,196,175,1,1,0,0,160,159,8,5,1,1,0,0,3,0,1,0,0
27,25,168,170,174,183,0,0,1,1,133,132,30,17,1,0,1,0,22,12,1,0,0
26,31,168,175,174,178,0,0,1,1,130,130,28,19,0,1,1,0,20,12,1,0,0
27,25,165,168,169,174,1,1,0,0,130,129,34,27,1,0,0,1,18,20,0,1,0
22,35,168,165,174,173,0,0,1,1,129,128,19,39,0,13,0,3,14,23,1,0,0
21,22,168,168,174,175,0,0,1,1,126,124,13,8,0,1,0,2,10,2,1,0,0
20,32,168,168,174,180,0,0,1,1,126,126,5,10,0,20,0,4,5,7,1,0,0
28,33,183,176,185,178,1,1,0,0,159,160,20,25,0,2,0,0,7,21,1,0,0
26,28,183,178,185,173,1,1,0,0,169,166,14,7,0,2,0,1,5,4,1,0,0
23,24,188,192,185,194,1,1,0,0,170,171,15,19,1,0,1,0,8,10,1,0,0
24,26,161,161,162,166,1,1,0,0,105,104,8,30,0,2,0,1,6,17,1,0,0
26,30,170,175,170,178,1,1,0,0,141,140,8,16,0,1,0,1,6,12,1,0,0
32,33,168,179,168,180,1,1,0,0,140,140,25,28,4,6,0,0,18,23,0,1,0
26,27,170,179,173,180,1,1,0,0,135,135,18,20,0,1,1,0,10,16,0,1,0
27,39,179,168,180,168,1,1,0,0,136,139,18,30,1,34,0,6,14,17,1,0,0
26,29,179,179,180,170,1,1,0,0,134,133,18,26,0,4,0,1,14,14,0,1,0
26,37,179,175,180,175,1,1,0,0,136,137,17,30,0,6,0,1,13,17,1,0,0
26,33,179,169,180,168,1,1,0,0,132,128,16,25,0,6,0,1,12,14,1,0,0
25,24,179,170,180,175,1,1,0,0,133,132,9,5,0,15,0,7,7,1,1,0,0
27,26,165,175,170,175,1,1,0,0,130,131,16,19,1,7,3,0,12,5,1,0,0
27,26,165,165,170,165,1,1,0,0,132,133,14,12,1,11,3,0,10,9,1,0,0
26,32,165,168,170,173,1,1,0,0,129,130,12,5,1,15,3,3,8,1,1,0,0
32,29,185,185,191,188,0,0,1,1,169,167,24,22,2,1,0,1,16,6,1,0,0
22,23,185,188,191,193,0,0,1,1,168,168,6,7,0,3,0,0,4,4,1,0,0
27,31,183,175,180,183,1,1,0,0,167,168,23,32,0,2,0,0,13,26,1,0,0
28,27,175,178,183,197,1,1,0,0,166,165,26,30,0,2,0,0,21,26,1,0,0
27,27,175,183,183,175,1,1,0,0,160,159,22,20,0,0,0,0,17,9,1,0,0
36,26,164,163,177,163,1,1,0,0,112,112,17,21,0,3,0,0,5,13,0,1,0
35,25,164,163,177,163,1,1,0,0,112,112,15,21,0,2,0,0,5,13,1,0,0
20,27,163,174,163,180,1,1,0,0,107,108,14,12,0,1,0,1,8,8,0,1,0
24,32,166,182,171,178,1,1,0,0,123,123,13,24,2,15,1,4,5,19,1,0,0
33,24,163,160,168,168,1,1,0,0,113,112,32,9,4,7,0,0,19,4,1,0,0
31,36,163,160,168,164,1,1,0,0,112,112,30,31,3,4,0,2,17,13,1,0,0
31,29,163,160,168,168,1,1,0,0,112,112,29,28,3,1,0,1,16,24,1,0,0
29,26,163,165,168,168,1,1,0,0,108,108,26,20,2,4,0,0,15,14,0,1,0
27,32,163,160,168,165,1,1,0,0,112,112,22,15,2,12,0,2,13,4,1,0,0
26,27,163,161,168,170,1,1,0,0,108,108,19,26,1,5,0,0,12,14,0,1,0
25,30,163,160,168,164,1,1,0,0,108,108,19,24,0,2,0,1,12,11,0,1,0
24,28,163,157,168,173,1,1,0,0,108,108,17,25,0,4,0,1,11,16,1,0,0
23,33,163,160,168,152,1,1,0,0,112,112,13,30,0,9,0,2,8,20,1,0,0
21,26,163,159,168,157,1,1,0,0,113,114,5,22,0,26,0,0,3,10,1,0,0
39,27,181,182,181,179,0,0,1,1,167,166,48,22,3,0,0,0,35,15,1,0,0
22,28,181,177,181,183,0,0,1,1,172,173,17,75,0,12,0,1,14,39,1,0,0
33,33,168,165,170,164,1,1,0,0,130,130,42,53,12,4,2,1,29,33,1,0,0
27,30,166,168,175,170,0,0,1,1,126,125,30,35,0,11,0,2,27,23,0,1,0
27,31,168,165,170,173,1,1,0,0,126,126,32,36,9,11,2,1,21,23,0,1,0
27,35,168,168,170,173,1,1,0,0,126,126,29,41,9,3,2,0,19,38,1,0,0
31,23,170,168,170,170,1,1,0,0,126,126,42,23,2,8,1,2,33,15,1,0,0
23,24,168,164,170,168,1,1,0,0,127,126,22,14,8,4,2,1,14,10,1,0,0
22,35,168,165,170,168,1,1,0,0,128,131,21,24,8,8,2,1,14,15,1,0,0
22,31,168,170,170,173,1,1,0,0,128,127,20,17,8,1,2,2,13,12,1,0,0
21,31,168,175,170,178,1,1,0,0,131,131,16,38,8,3,2,0,10,30,1,0,0
21,31,168,169,170,175,1,1,0,0,131,130,14,17,8,0,2,1,9,10,1,0,0
28,21,173,168,173,170,1,1,0,0,133,135,47,14,4,7,1,2,33,9,1,0,0
20,16,170,168,175,170,1,1,0,0,119,118,5,4,0,1,0,0,3,1,1,0,0
20,15,170,168,175,170,1,1,0,0,119,121,0,0,0,0,0,0,0,0,1,0,0
27,34,171,175,185,180,1,1,0,0,146,146,26,33,0,5,1,1,18,18,1,0,0
25,29,171,178,185,180,1,1,0,0,151,149,25,31,0,5,1,1,18,23,1,0,0
23,31,171,173,185,180,1,1,0,0,135,135,21,24,0,2,1,1,17,16,1,0,0
22,26,171,178,185,175,1,1,0,0,139,138,15,12,0,6,1,2,12,6,1,0,0
21,23,171,178,185,178,1,1,0,0,138,135,12,6,0,6,1,1,9,2,1,0,0
18,28,171,170,185,173,1,1,0,0,138,139,2,3,0,11,0,1,2,2,1,0,0
31,34,183,183,188,191,0,0,1,1,167,168,23,28,1,3,1,2,14,18,0,1,0
30,33,183,173,191,175,1,1,0,0,163,160,23,24,1,4,2,1,14,13,1,0,0
29,34,183,178,191,178,1,1,0,0,164,164,20,44,1,14,1,0,12,24,1,0,0
29,34,183,170,191,178,1,1,0,0,162,168,19,19,1,16,1,3,11,12,1,0,0
29,29,158,160,166,165,1,1,0,0,108,108,36,31,2,2,0,0,13,10,1,0,0
26,24,158,163,166,168,1,1,0,0,111,111,30,11,1,5,0,2,12,8,1,0,0
25,24,158,161,166,166,1,1,0,0,111,111,29,29,1,2,0,0,12,18,1,0,0
23,25,158,163,166,165,1,1,0,0,112,112,25,28,0,9,0,3,9,22,1,0,0
21,37,158,160,166,150,1,1,0,0,106,106,17,62,0,6,0,5,5,32,1,0,0
29,34,156,168,168,176,1,1,0,0,122,121,22,21,0,5,0,1,15,13,0,1,0
28,26,170,178,178,185,1,1,0,0,142,140,24,23,0,5,0,0,16,19,1,0,0
27,24,170,171,178,165,1,1,0,0,141,141,21,18,0,3,0,0,15,12,1,0,0
26,34,170,179,178,170,1,1,0,0,141,140,19,32,0,8,0,1,15,16,1,0,0
27,44,171,174,174,180,1,1,0,0,146,146,21,49,1,9,1,1,11,41,1,0,0
37,28,181,177,185,183,1,1,0,0,168,167,39,14,5,0,3,0,18,10,1,0,0
21,32,177,178,183,173,1,1,0,0,167,168,0,4,0,4,0,0,0,2,1,0,0
27,32,183,184,188,193,0,0,1,1,168,167,16,22,1,3,0,1,11,10,1,0,0
31,34,166,171,170,175,0,0,1,1,142,142,16,23,0,1,0,0,8,4,1,0,0
25,32,166,168,170,170,0,0,1,1,140,137,0,2,0,7,0,0,0,2,1,0,0
29,34,173,168,180,183,0,0,1,1,154,153,25,27,4,3,1,0,15,16,0,1,0
33,31,168,175,183,183,1,1,0,0,149,148,24,20,2,3,0,1,14,13,1,0,0
33,35,168,175,183,175,1,1,0,0,150,149,23,22,2,12,0,2,13,12,1,0,0
28,32,171,168,173,183,1,1,0,0,150,149,31,23,3,1,0,0,9,13,1,0,0
32,32,168,173,183,185,1,1,0,0,148,144,21,35,1,3,0,0,13,16,1,0,0
25,32,178,168,188,183,0,0,1,1,153,153,15,21,0,0,0,0,9,13,1,0,0
31,31,168,175,183,183,1,1,0,0,153,154,20,44,0,11,0,1,12,23,1,0,0
31,26,168,165,183,180,1,1,0,0,156,159,17,6,0,3,0,0,9,5,1,0,0
34,26,169,171,175,165,1,1,0,0,147,147,37,20,4,4,0,0,34,14,1,0,0
29,32,169,170,175,175,1,1,0,0,139,139,31,30,2,0,0,0,29,14,1,0,0
33,28,171,169,183,175,0,0,1,1,140,139,39,27,6,0,0,0,27,25,1,0,0
27,31,169,180,175,188,1,1,0,0,142,143,25,29,0,3,0,1,23,19,1,0,0
28,35,188,177,178,179,1,1,0,0,146,146,20,36,1,4,0,0,9,19,1,0,0
25,29,188,168,178,173,1,1,0,0,147,147,12,16,0,13,0,1,6,13,1,0,0
24,33,188,173,178,175,1,1,0,0,148,152,7,6,0,2,0,2,5,3,1,0,0
23,24,188,173,178,183,1,1,0,0,147,147,5,5,0,11,0,0,4,0,1,0,0
26,23,168,168,173,173,1,1,0,0,122,121,24,19,0,0,0,0,14,9,0,1,0
19,30,168,170,173,165,1,1,0,0,124,122,5,15,0,9,0,2,4,13,1,0,0
38,32,173,169,183,174,1,1,0,0,145,146,48,30,0,3,0,0,26,23,1,0,0
29,30,169,177,174,183,1,1,0,0,147,147,28,27,2,8,0,3,22,17,0,1,0
27,31,169,175,174,188,1,1,0,0,145,147,26,29,0,1,0,0,20,20,1,0,0
23,31,169,178,174,178,1,1,0,0,146,147,18,30,0,10,0,2,16,21,1,0,0
22,33,169,180,174,183,1,1,0,0,147,149,13,37,0,25,0,2,11,33,1,0,0
22,32,169,178,174,185,1,1,0,0,148,153,10,14,0,6,0,1,8,9,1,0,0
29,39,201,185,207,201,1,1,0,0,261,221,12,40,0,19,0,1,11,34,1,0,0
28,41,201,183,207,180,1,1,0,0,250,233,11,27,0,13,0,1,10,16,1,0,0
28,27,201,192,207,195,1,1,0,0,254,229,9,19,0,7,0,0,9,13,1,0,0
28,28,201,189,207,201,1,1,0,0,251,246,5,16,0,2,0,0,5,8,1,0,0
34,29,169,170,175,168,1,1,0,0,129,126,60,29,10,7,0,3,50,9,1,0,0
32,33,163,169,170,175,1,1,0,0,129,129,25,58,4,9,0,0,16,49,1,0,0
33,35,169,164,175,168,1,1,0,0,126,126,56,64,8,7,0,2,47,49,1,0,0
31,29,170,169,170,175,1,1,0,0,126,125,26,45,3,7,0,0,14,39,0,1,0
28,29,169,168,175,170,1,1,0,0,126,126,44,17,7,2,0,1,38,10,1,0,0
27,37,169,165,175,178,1,1,0,0,127,126,40,21,7,3,0,1,34,17,1,0,0
32,27,169,169,174,175,0,0,1,1,122,122,33,40,4,6,3,0,20,34,1,0,0
26,30,169,170,175,173,1,1,0,0,124,124,36,29,6,19,0,4,30,20,1,0,0
26,31,169,163,175,168,1,1,0,0,123,120,34,30,6,10,0,2,29,25,1,0,0
28,25,164,169,169,175,1,1,0,0,121,122,40,33,3,4,0,0,29,28,1,0,0
23,25,169,170,175,175,1,1,0,0,118,117,25,17,4,0,0,0,23,8,1,0,0
30,20,163,169,160,175,0,0,1,1,118,118,32,14,9,3,3,0,11,12,1,0,0
23,18,163,169,165,175,1,1,0,0,118,119,0,0,1,1,1,0,0,0,1,0,0
26,36,193,191,198,196,1,1,0,0,278,255,13,2,0,5,1,1,11,1,1,0,0
25,39,193,191,198,203,1,1,0,0,266,235,6,8,0,2,1,0,6,3,1,0,0
26,33,188,175,189,183,1,1,0,0,170,171,20,14,0,17,0,1,17,10,1,0,0
21,32,177,173,178,175,1,1,0,0,159,159,23,52,0,3,0,1,22,28,1,0,0
21,31,177,180,178,180,1,1,0,0,166,164,20,18,0,11,0,1,20,11,1,0,0
29,27,165,168,164,167,0,0,1,1,118,118,14,46,0,29,0,1,8,25,1,0,0
29,36,165,157,164,157,0,0,1,1,118,122,12,32,0,23,0,3,6,20,1,0,0
27,33,165,163,164,170,0,0,1,1,118,118,8,13,0,6,0,0,5,5,1,0,0
26,19,165,168,164,173,0,0,1,1,118,119,3,0,0,3,0,0,1,0,1,0,0
26,23,165,165,164,164,0,0,1,1,120,119,2,1,0,6,0,0,1,1,1,0,0
31,25,180,175,183,188,1,1,0,0,147,146,24,13,0,3,0,2,9,9,1,0,0
23,33,175,180,188,188,1,1,0,0,146,146,11,33,2,5,1,1,7,28,0,0,1
22,22,175,178,188,170,1,1,0,0,143,144,8,7,2,1,1,0,5,4,1,0,0
22,19,175,173,188,178,1,1,0,0,136,136,8,10,1,0,1,0,5,8,0,1,0
21,35,175,168,188,178,1,1,0,0,148,147,7,24,1,4,0,1,5,15,0,0,1
23,32,178,180,178,183,1,1,0,0,147,147,29,26,0,0,0,0,13,9,1,0,0
22,25,178,173,178,178,1,1,0,0,147,147,26,20,0,2,0,1,13,14,1,0,0
21,37,178,173,178,183,1,1,0,0,146,146,21,26,0,18,0,3,10,8,1,0,0
23,24,173,165,171,168,1,1,0,0,114,115,11,17,3,2,0,0,3,9,0,1,0
24,26,187,173,192,177,1,1,0,0,161,159,22,22,0,2,0,1,12,5,1,0,0
23,23,187,178,192,185,1,1,0,0,160,162,20,14,0,0,0,0,11,8,1,0,0
21,36,187,180,192,188,1,1,0,0,153,152,16,12,0,7,0,0,8,9,1,0,0
31,31,191,189,203,191,1,1,0,0,199,200,21,21,0,1,0,0,20,21,1,0,0
24,35,191,185,203,201,1,1,0,0,197,200,10,30,0,10,0,1,10,26,1,0,0
28,30,173,170,174,173,0,0,1,1,126,126,22,25,1,1,0,2,16,18,0,1,0
29,30,170,170,175,173,1,1,0,0,126,126,22,24,0,1,1,2,15,17,0,1,0
21,32,170,163,173,168,1,1,0,0,123,122,13,30,0,14,0,2,10,25,0,1,0
21,37,170,165,173,166,1,1,0,0,122,122,11,26,0,12,0,1,9,19,1,0,0
20,30,170,168,173,180,1,1,0,0,122,122,9,9,0,10,0,4,7,7,1,0,0
26,32,160,152,165,154,1,1,0,0,105,105,26,24,1,5,0,1,9,14,1,0,0
37,26,178,185,185,185,0,0,1,1,158,159,49,46,2,0,2,1,28,32,1,0,0
24,26,185,175,185,173,1,1,0,0,160,160,41,22,0,8,1,0,30,4,1,0,0
24,31,185,180,185,188,1,1,0,0,160,159,40,29,0,1,1,0,30,18,1,0,0
23,24,185,178,185,178,1,1,0,0,154,154,38,23,0,0,1,0,29,10,1,0,0
22,30,185,178,185,178,1,1,0,0,156,156,37,39,0,7,1,0,29,22,1,0,0
21,24,185,178,185,188,1,1,0,0,150,149,33,20,0,1,1,0,26,15,1,0,0
21,30,185,174,185,165,1,1,0,0,151,150,30,20,0,4,1,1,23,14,1,0,0
20,24,185,173,185,173,1,1,0,0,147,145,26,14,0,1,1,0,20,7,1,0,0
19,22,185,175,185,178,1,1,0,0,141,140,23,8,0,1,0,0,18,4,0,0,1
19,25,185,178,185,193,1,1,0,0,139,138,16,17,0,15,0,1,11,5,1,0,0
18,31,185,178,185,180,1,1,0,0,139,137,15,5,0,5,0,0,10,4,1,0,0
29,33,165,167,169,171,1,1,0,0,112,112,15,23,1,2,2,3,8,12,1,0,0
20,29,187,174,196,173,1,1,0,0,166,167,16,14,0,1,0,0,15,7,1,0,0
18,39,187,188,196,188,1,1,0,0,174,173,9,9,0,7,0,1,8,7,1,0,0
30,36,170,167,177,172,0,0,1,1,115,115,21,33,0,10,0,1,13,14,1,0,0
28,24,163,168,174,170,1,1,0,0,108,108,29,32,2,5,0,1,25,17,1,0,0
24,29,163,163,174,159,1,1,0,0,109,107,16,15,0,23,0,6,13,10,1,0,0
20,22,168,163,168,174,1,1,0,0,108,108,11,12,1,0,1,0,6,10,0,1,0
27,40,193,180,198,183,1,1,0,0,249,212,15,41,0,9,0,0,12,26,1,0,0
23,26,193,185,198,180,1,1,0,0,252,211,0,4,0,10,0,1,0,1,1,0,0
31,32,163,167,177,172,1,1,0,0,115,115,14,28,3,7,1,0,7,11,1,0,0
22,26,165,163,168,177,1,1,0,0,118,120,7,5,0,0,2,1,3,3,1,0,0
18,23,163,165,177,170,1,1,0,0,115,117,1,0,0,5,0,0,1,0,1,0,0
29,25,188,183,191,191,0,0,1,1,154,152,32,18,2,1,0,0,22,15,1,0,0
28,38,188,180,191,173,0,0,1,1,161,162,29,28,2,4,0,0,20,11,1,0,0
27,39,188,175,191,175,0,0,1,1,163,168,27,40,1,19,0,2,19,33,1,0,0
27,29,188,180,191,185,0,0,1,1,163,163,26,19,1,5,0,0,19,12,1,0,0
26,35,188,175,191,191,0,0,1,1,160,158,25,31,1,7,0,2,19,17,1,0,0
26,32,188,170,191,178,0,0,1,1,162,161,22,19,1,4,0,2,16,12,1,0,0
22,36,188,175,191,183,0,0,1,1,164,168,7,49,0,10,0,1,4,31,1,0,0
22,32,188,180,191,182,0,0,1,1,162,161,3,12,0,11,0,3,2,4,1,0,0
33,26,168,173,177,180,1,1,0,0,134,135,37,24,4,1,2,2,18,11,1,0,0
32,34,168,174,177,174,1,1,0,0,133,133,35,39,4,11,2,3,17,18,1,0,0
31,23,168,180,177,175,1,1,0,0,134,135,34,17,4,5,2,0,16,13,1,0,0
28,26,178,169,178,175,1,1,0,0,149,151,11,15,0,8,0,3,10,11,1,0,0
28,33,178,168,178,183,1,1,0,0,154,154,7,39,0,8,0,2,7,24,1,0,0
28,33,178,180,188,185,0,0,1,1,160,160,18,23,1,8,0,0,6,14,1,0,0
30,27,183,178,178,188,1,1,0,0,160,160,22,16,0,1,0,0,12,6,0,1,0
26,34,178,170,188,178,0,0,1,1,164,164,12,19,1,18,0,3,4,12,1,0,0
26,30,178,188,188,198,0,0,1,1,159,161,11,15,1,8,0,0,4,10,1,0,0
31,24,171,178,184,188,1,1,0,0,157,159,17,10,17,0,3,0,7,4,1,0,0
26,33,174,173,179,175,1,1,0,0,129,129,20,34,0,6,0,2,12,19,1,0,0
29,30,173,170,175,175,1,1,0,0,132,132,29,19,6,13,2,1,16,7,1,0,0
29,23,173,175,175,180,1,1,0,0,130,130,28,13,6,4,2,1,16,5,1,0,0
28,36,173,173,175,178,1,1,0,0,131,132,27,12,6,18,2,0,15,9,1,0,0
25,22,173,170,175,185,1,1,0,0,134,134,22,17,5,2,2,1,10,5,1,0,0
24,33,173,173,175,178,1,1,0,0,135,135,20,30,4,5,2,2,9,22,1,0,0
22,32,173,170,175,168,1,1,0,0,133,135,16,30,2,5,2,1,7,26,1,0,0
25,18,175,173,185,175,1,1,0,0,134,137,0,1,0,0,0,1,0,0,1,0,0
27,25,179,180,178,185,1,1,0,0,153,154,25,23,1,1,1,0,15,15,1,0,0
27,30,171,167,179,172,1,1,0,0,115,115,20,25,2,5,1,0,11,9,1,0,0
30,29,173,167,176,172,0,0,1,1,115,115,33,25,12,4,1,0,23,9,1,0,0
26,27,164,167,166,172,1,1,0,0,115,115,11,21,1,3,0,0,7,7,1,0,0
29,30,177,170,183,173,0,0,1,1,156,156,29,24,2,3,0,1,16,14,1,0,0
28,36,177,178,183,176,0,0,1,1,154,154,26,40,2,3,0,1,14,26,1,0,0
25,33,177,188,183,198,0,0,1,1,154,154,22,40,0,12,0,0,13,23,1,0,0
23,25,177,178,183,165,0,0,1,1,154,154,16,9,0,4,0,0,12,3,1,0,0
22,26,177,168,183,178,0,0,1,1,157,160,12,16,0,5,0,1,10,13,1,0,0
21,31,177,168,183,175,0,0,1,1,154,155,10,13,0,5,0,0,8,9,1,0,0
30,28,160,166,165,172,1,1,0,0,112,112,17,32,3,5,0,1,9,23,1,0,0
30,29,160,167,165,171,1,1,0,0,112,112,16,17,3,1,0,1,9,10,1,0,0
23,29,165,160,169,165,1,1,0,0,105,105,9,15,0,2,0,0,6,8,1,0,0
28,33,160,157,165,160,1,1,0,0,105,105,14,23,2,3,0,1,7,16,1,0,0
30,31,170,168,172,168,1,1,0,0,120,125,21,27,1,12,0,1,12,21,1,0,0
26,34,171,174,177,175,0,0,1,1,139,140,24,19,3,1,1,2,19,18,0,1,0
21,22,175,174,183,175,1,1,0,0,134,133,1,0,1,0,0,0,0,0,0,0,1
24,21,178,167,185,173,1,1,0,0,141,141,21,15,4,0,0,0,19,6,1,0,0
26,33,172,172,176,171,1,1,0,0,122,122,13,24,1,7,0,0,4,7,1,0,0
25,24,175,172,176,176,0,0,1,1,122,122,12,10,4,0,2,0,5,2,1,0,0
28,24,168,178,175,180,0,0,1,1,135,135,26,23,0,1,0,1,26,17,1,0,0
22,30,178,170,180,175,0,0,1,1,134,136,19,23,1,4,1,0,14,8,1,0,0
21,28,178,178,180,183,0,0,1,1,139,142,16,9,1,11,1,0,12,4,1,0,0
21,34,178,180,180,183,0,0,1,1,139,140,14,39,1,34,1,2,11,34,1,0,0
28,28,192,191,193,193,0,0,1,1,242,225,20,15,2,0,0,0,15,12,0,1,0
26,24,191,191,193,206,1,1,0,0,252,232,12,9,0,1,0,1,10,8,1,0,0
28,22,169,163,173,165,1,1,0,0,108,107,22,18,2,3,1,1,12,12,1,0,0
31,21,158,163,159,165,1,1,0,0,105,105,27,16,6,2,0,0,10,12,0,1,0
31,31,157,157,160,165,1,1,0,0,115,114,35,25,5,8,0,1,24,15,1,0,0
27,31,157,165,160,168,1,1,0,0,112,112,28,19,3,1,0,2,21,9,1,0,0
23,26,160,157,152,160,0,0,1,1,112,112,31,23,2,2,0,0,24,18,1,0,0
25,30,157,168,160,160,1,1,0,0,114,114,22,31,2,8,0,1,17,16,1,0,0
25,22,157,160,160,152,1,1,0,0,112,112,22,29,1,2,0,0,17,22,0,1,0
24,34,157,161,160,168,1,1,0,0,112,112,21,50,1,2,0,1,16,20,1,0,0
24,30,157,168,160,168,1,1,0,0,111,112,18,27,1,9,0,1,13,21,1,0,0
33,26,178,177,178,171,1,1,0,0,139,140,40,21,5,0,1,0,14,19,1,0,0
28,31,178,170,178,168,1,1,0,0,135,135,32,28,2,4,0,0,9,23,1,0,0
23,30,178,170,178,178,1,1,0,0,132,132,14,16,1,29,0,1,3,6,1,0,0
22,31,178,173,184,175,1,1,0,0,141,141,14,26,0,7,0,0,11,13,1,0,0
21,25,178,178,184,183,1,1,0,0,141,141,8,10,0,3,0,1,6,9,1,0,0
40,32,190,185,208,187,1,1,0,0,205,202,28,19,8,11,1,1,13,13,1,0,0
46,39,188,190,191,208,0,0,1,1,204,217,31,28,6,7,0,0,22,13,0,0,1
38,30,190,188,208,197,1,1,0,0,205,278,27,10,6,0,0,0,12,8,1,0,0
24,36,206,190,216,208,1,1,0,0,210,254,20,25,0,5,0,0,14,12,1,0,0
36,36,187,190,191,208,1,1,0,0,203,223,47,25,2,4,0,0,29,12,1,0,0
36,35,190,188,208,193,1,1,0,0,207,239,24,21,4,10,0,4,12,10,1,0,0
35,26,190,193,208,196,1,1,0,0,199,200,24,24,2,1,0,0,12,13,0,1,0
32,32,190,187,208,191,1,1,0,0,197,198,21,35,1,1,0,0,11,24,0,1,0
25,30,186,190,191,208,1,1,0,0,194,196,37,19,1,1,0,0,27,10,0,1,0
25,30,186,190,191,208,1,1,0,0,193,194,36,19,1,0,0,0,27,10,1,0,0
28,32,190,193,208,193,1,1,0,0,190,192,16,31,0,2,0,2,9,24,1,0,0
27,37,190,185,208,196,1,1,0,0,189,189,13,19,0,5,0,2,8,10,1,0,0
25,34,175,173,180,183,1,1,0,0,146,146,4,3,0,5,0,1,3,1,1,0,0
