age_A,age_B,height_A,height_B,reach_A,reach_B,is_orthodox_A,is_orthodox_B,is_southpaw_A,is_southpaw_B,weight_A,weight_B,won_A,won_B,lost_A,lost_B,drawn_A,drawn_B,kos_A,kos_B,result
0.44827586206896564,0.4,0.4137931034482758,0.5882352941176467,0.40625,0.8134715025906736,1.0,1.0,0.0,0.0,0.3179190751445087,0.25943396226415094,0.29268292682926833,0.28,0.0,0.11363636363636365,0.0,0.0,0.42,0.26530612244897955,0.5
0.44827586206896564,0.4,0.4137931034482758,0.5490196078431371,0.40625,0.7927461139896373,1.0,1.0,0.0,0.0,0.3121387283236994,0.25943396226415094,0.2804878048780488,0.37333333333333335,0.0,0.022727272727272728,0.0,0.0,0.4,0.42857142857142855,0.5
0.4137931034482759,0.5666666666666667,0.4137931034482758,0.4117647058823528,0.40625,0.8031088082901554,1.0,1.0,0.0,0.0,0.3179190751445087,0.2547169811320754,0.24390243902439024,0.36000000000000004,0.0,0.1590909090909091,0.0,0.14285714285714285,0.34,0.3469387755102041,0.5
0.4137931034482759,0.3666666666666667,0.2758620689655169,0.1568627450980391,0.421875,0.7046632124352332,1.0,1.0,0.0,0.0,0.05780346820809246,0.05188679245283012,0.3170731707317073,0.24000000000000002,0.11764705882352941,0.06818181818181818,0.16666666666666666,0.14285714285714285,0.24,0.3469387755102041,1.0
0.27586206896551724,0.23333333333333328,0.0862068965517242,0.2156862745098036,0.140625,0.17098445595854922,0.0,0.0,1.0,1.0,0.05780346820809246,0.05188679245283012,0.14634146341463417,0.12000000000000001,0.1764705882352941,0.18181818181818182,0.16666666666666666,0.42857142857142855,0.22,0.061224489795918366,0.5
0.31034482758620696,0.5,0.7413793103448274,0.9607843137254899,0.875,0.9430051813471503,1.0,1.0,0.0,0.0,0.7976878612716762,0.7122641509433961,0.1951219512195122,0.22666666666666668,0.0,0.0,0.0,0.0,0.32,0.3061224489795918,0.5
0.4137931034482759,0.3666666666666667,0.7068965517241379,0.9019607843137254,0.796875,0.9481865284974094,0.0,0.0,1.0,1.0,0.8034682080924855,0.6650943396226415,0.2804878048780488,0.2,0.0,0.0,0.16666666666666666,0.0,0.42,0.3061224489795918,1.0
0.31034482758620696,0.4,0.7413793103448274,0.8039215686274508,0.875,0.8963730569948187,1.0,1.0,0.0,0.0,0.8092485549132948,0.6745283018867924,0.17073170731707318,0.21333333333333335,0.0,0.0,0.0,0.0,0.28,0.26530612244897955,0.5
0.27586206896551724,0.6333333333333333,0.7413793103448274,0.8039215686274508,0.875,0.8601036269430052,1.0,1.0,0.0,0.0,0.8265895953757225,0.6226415094339622,0.13414634146341464,0.48000000000000004,0.0,0.2272727272727273,0.0,0.14285714285714285,0.22,0.5714285714285714,0.5
0.27586206896551724,0.7333333333333334,0.7413793103448274,0.7058823529411762,0.875,0.8704663212435233,1.0,1.0,0.0,0.0,0.8092485549132948,0.660377358490566,0.12195121951219512,0.3466666666666667,0.0,0.4318181818181818,0.0,0.5714285714285714,0.2,0.22448979591836732,0.5
0.13793103448275867,0.7,0.25862068965517215,0.2549019607843137,0.4375,0.766839378238342,1.0,1.0,0.0,0.0,0.1560693641618497,0.13207547169811318,0.23170731707317074,0.5333333333333333,0.0,0.3181818181818182,0.0,0.42857142857142855,0.32,0.4897959183673469,0.5
0.3448275862068966,0.43333333333333335,0.2758620689655169,0.3529411764705883,0.359375,0.7875647668393783,1.0,1.0,0.0,0.0,0.23699421965317913,0.2028301886792453,0.3170731707317073,0.3466666666666667,0.0,0.022727272727272728,0.0,0.14285714285714285,0.44,0.32653061224489793,0.5
0.31034482758620696,0.5333333333333332,0.2758620689655169,0.4509803921568625,0.359375,0.8031088082901554,1.0,1.0,0.0,0.0,0.24277456647398843,0.2028301886792453,0.29268292682926833,0.4266666666666667,0.0,0.045454545454545456,0.0,0.14285714285714285,0.42,0.36734693877551017,0.5
0.10344827586206906,0.33333333333333337,0.2758620689655169,0.4117647058823528,0.359375,0.7927461139896373,1.0,1.0,0.0,0.0,0.2716763005780347,0.21226415094339623,0.0975609756097561,0.3466666666666667,0.0,0.8181818181818182,0.0,0.2857142857142857,0.16,0.12244897959183673,0.5
0.1724137931034483,0.43333333333333335,0.17241379310344795,0.2549019607843137,0.234375,0.7875647668393783,0.0,0.0,1.0,1.0,0.08670520231213874,0.070754716981132,0.29268292682926833,0.4133333333333334,0.0,0.045454545454545456,0.0,0.0,0.36,0.3469387755102041,0.5
0.1724137931034483,0.6333333333333333,0.17241379310344795,0.3529411764705883,0.234375,0.772020725388601,0.0,0.0,1.0,1.0,0.07514450867052025,0.06603773584905659,0.2804878048780488,0.36000000000000004,0.0,0.0,0.0,0.2857142857142857,0.34,0.3877551020408163,0.5
0.13793103448275867,0.30000000000000004,0.17241379310344795,0.2156862745098036,0.234375,0.7409326424870466,0.0,0.0,1.0,1.0,0.07514450867052025,0.06603773584905659,0.23170731707317074,0.3866666666666667,0.0,0.06818181818181818,0.0,0.2857142857142857,0.26,0.44897959183673464,0.5
0.3448275862068966,0.7333333333333334,0.34482758620689635,0.5490196078431371,0.328125,0.7927461139896373,1.0,1.0,0.0,0.0,0.23699421965317913,0.19811320754716977,0.12195121951219512,0.4133333333333334,0.0,0.045454545454545456,0.16666666666666666,0.0,0.16,0.2857142857142857,0.5
0.4137931034482759,0.43333333333333335,0.17241379310344795,0.37254901960784315,0.078125,0.7772020725388601,1.0,1.0,0.0,0.0,0.11560693641618491,0.09905660377358483,0.2804878048780488,0.4266666666666667,0.0,0.022727272727272728,0.0,0.14285714285714285,0.28,0.36734693877551017,1.0
0.31034482758620696,0.3666666666666667,0.2758620689655169,0.3529411764705883,0.359375,0.7409326424870466,1.0,1.0,0.0,0.0,0.09248554913294793,0.08490566037735847,0.32926829268292684,0.22666666666666668,0.0,0.045454545454545456,0.16666666666666666,0.42857142857142855,0.3,0.12244897959183673,0.5
0.27586206896551724,0.5666666666666667,0.2758620689655169,0.3137254901960782,0.359375,0.766839378238342,1.0,1.0,0.0,0.0,0.09826589595375723,0.08490566037735847,0.3170731707317073,0.6533333333333333,0.0,0.1590909090909091,0.16666666666666666,0.2857142857142857,0.3,0.4897959183673469,0.5
0.24137931034482762,0.6333333333333333,0.2758620689655169,0.27450980392156854,0.359375,0.772020725388601,1.0,1.0,0.0,0.0,0.09826589595375723,0.08018867924528295,0.2804878048780488,0.48000000000000004,0.0,0.09090909090909091,0.16666666666666666,0.0,0.26,0.5714285714285714,0.5
0.24137931034482762,0.7,0.2758620689655169,0.33333333333333304,0.359375,0.7927461139896373,1.0,1.0,0.0,0.0,0.06936416184971095,0.06603773584905659,0.24390243902439024,0.6133333333333334,0.0,0.06818181818181818,0.16666666666666666,0.0,0.22,0.4693877551020408,0.5
0.206896551724138,0.5666666666666667,0.2758620689655169,0.3529411764705883,0.359375,0.8031088082901554,1.0,1.0,0.0,0.0,0.06936416184971095,0.06132075471698106,0.23170731707317074,0.26666666666666666,0.0,0.06818181818181818,0.16666666666666666,0.14285714285714285,0.22,0.24489795918367346,0.5
0.13793103448275867,0.23333333333333328,0.22413793103448265,0.37254901960784315,0.296875,0.7772020725388601,1.0,1.0,0.0,0.0,0.06936416184971095,0.06132075471698106,0.24390243902439024,0.18666666666666668,0.11764705882352941,0.0,0.0,0.14285714285714285,0.2,0.12244897959183673,1.0
0.1724137931034483,0.43333333333333335,0.2758620689655169,0.3137254901960782,0.359375,0.7927461139896373,1.0,1.0,0.0,0.0,0.08092485549132944,0.08018867924528295,0.15853658536585366,0.05333333333333334,0.0,0.022727272727272728,0.16666666666666666,0.0,0.1,0.04081632653061224,0.5
0.10344827586206906,0.19999999999999996,0.2758620689655169,0.17647058823529393,0.359375,0.7409326424870466,1.0,1.0,0.0,0.0,0.08092485549132944,0.06603773584905659,0.0975609756097561,0.08,0.0,0.022727272727272728,0.16666666666666666,0.0,0.04,0.08163265306122448,0.5
0.10344827586206906,0.7666666666666666,0.2758620689655169,0.1568627450980391,0.359375,0.7409326424870466,1.0,1.0,0.0,0.0,0.08092485549132944,0.06132075471698106,0.08536585365853659,0.36000000000000004,0.0,0.3181818181818182,0.16666666666666666,0.14285714285714285,0.04,0.36734693877551017,0.5
0.06896551724137934,0.23333333333333328,0.2758620689655169,0.2156862745098036,0.359375,0.766839378238342,1.0,1.0,0.0,0.0,0.06936416184971095,0.06132075471698106,0.06097560975609756,0.06666666666666667,0.0,0.045454545454545456,0.16666666666666666,0.14285714285714285,0.04,0.04081632653061224,0.5
0.06896551724137934,0.30000000000000004,0.2758620689655169,0.2549019607843137,0.359375,0.766839378238342,1.0,1.0,0.0,0.0,0.06936416184971095,0.06132075471698106,0.04878048780487805,0.09333333333333334,0.0,0.18181818181818182,0.16666666666666666,0.2857142857142857,0.04,0.1020408163265306,0.5
0.06896551724137934,0.33333333333333337,0.2758620689655169,0.2549019607843137,0.359375,0.766839378238342,1.0,1.0,0.0,0.0,0.040462427745664775,0.05660377358490565,0.012195121951219513,0.02666666666666667,0.0,0.0,0.16666666666666666,0.0,0.02,0.02040816326530612,0.5
0.034482758620689724,0.3666666666666667,0.2758620689655169,0.1568627450980391,0.359375,0.8031088082901554,1.0,1.0,0.0,0.0,0.05780346820809246,0.05188679245283012,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.5
0.27586206896551724,0.5,0.37931034482758585,0.4117647058823528,0.484375,0.766839378238342,0.0,0.0,1.0,1.0,0.2543352601156069,0.2264150943396226,0.1951219512195122,0.3466666666666667,0.0,0.022727272727272728,0.0,0.0,0.26,0.2857142857142857,0.5
0.7241379310344828,0.7,0.31034482758620685,0.27450980392156854,0.484375,0.7512953367875648,1.0,1.0,0.0,0.0,0.23121387283236994,0.19811320754716977,0.5731707317073171,0.76,0.0,0.11363636363636365,0.0,0.2857142857142857,0.52,0.7755102040816326,0.5
0.5517241379310346,0.8,0.18965517241379315,0.3529411764705883,0.28125,0.7512953367875648,0.0,0.0,1.0,1.0,0.24277456647398843,0.1839622641509434,0.6585365853658537,0.7200000000000001,0.23529411764705882,0.13636363636363635,0.3333333333333333,0.14285714285714285,0.76,0.7959183673469387,1.0
0.3793103448275862,0.6000000000000001,0.22413793103448265,0.27450980392156854,0.359375,0.7512953367875648,1.0,1.0,0.0,0.0,0.24277456647398843,0.19811320754716977,0.34146341463414637,0.7200000000000001,0.0,0.06818181818181818,0.0,0.2857142857142857,0.24,0.7755102040816326,0.5
0.5172413793103449,0.7666666666666666,0.18965517241379315,0.3529411764705883,0.28125,0.7512953367875648,0.0,0.0,1.0,1.0,0.21965317919075145,0.17924528301886788,0.6463414634146342,0.7066666666666667,0.1764705882352941,0.11363636363636365,0.3333333333333333,0.14285714285714285,0.76,0.7959183673469387,0.5
0.5172413793103449,0.8,0.18965517241379315,0.43137254901960764,0.28125,0.8031088082901554,0.0,0.0,1.0,1.0,0.23121387283236994,0.2028301886792453,0.6341463414634146,0.6133333333333334,0.1764705882352941,0.13636363636363635,0.3333333333333333,0.14285714285714285,0.76,0.7959183673469387,0.5
0.44827586206896564,0.4666666666666667,0.18965517241379315,0.3529411764705883,0.28125,0.7512953367875648,0.0,0.0,1.0,1.0,0.22543352601156064,0.19339622641509435,0.5975609756097561,0.45333333333333337,0.1764705882352941,0.022727272727272728,0.3333333333333333,0.0,0.74,0.5510204081632653,0.5
0.44827586206896564,0.5,0.18965517241379315,0.37254901960784315,0.28125,0.7253886010362695,0.0,0.0,1.0,1.0,0.19075144508670516,0.16981132075471694,0.5853658536585367,0.6000000000000001,0.1764705882352941,0.022727272727272728,0.3333333333333333,0.0,0.72,0.6530612244897959,0.5
0.6206896551724138,0.4666666666666667,0.4137931034482758,0.27450980392156854,0.515625,0.7512953367875648,1.0,1.0,0.0,0.0,0.21387283236994215,0.19339622641509435,0.475609756097561,0.6266666666666667,0.29411764705882354,0.06818181818181818,0.0,0.2857142857142857,0.6,0.7142857142857142,1.0
0.4137931034482759,0.6333333333333333,0.18965517241379315,0.3529411764705883,0.28125,0.7512953367875648,0.0,0.0,1.0,1.0,0.138728323699422,0.12264150943396224,0.5487804878048781,0.64,0.1764705882352941,0.06818181818181818,0.3333333333333333,0.14285714285714285,0.68,0.7142857142857142,0.5
0.3793103448275862,0.6000000000000001,0.18965517241379315,0.3137254901960782,0.28125,0.7927461139896373,0.0,0.0,1.0,1.0,0.1445086705202312,0.12264150943396224,0.5365853658536586,0.8400000000000001,0.1764705882352941,0.11363636363636365,0.3333333333333333,0.0,0.68,0.8571428571428571,0.5
0.3448275862068966,0.5,0.18965517241379315,0.4117647058823528,0.28125,0.8186528497409327,0.0,0.0,1.0,1.0,0.138728323699422,0.11792452830188682,0.5121951219512195,0.64,0.1764705882352941,0.09090909090909091,0.3333333333333333,0.0,0.64,0.6938775510204082,0.5
0.31034482758620696,0.5,0.18965517241379315,0.3529411764705883,0.28125,0.7512953367875648,0.0,0.0,1.0,1.0,0.1445086705202312,0.12264150943396224,0.475609756097561,0.56,0.1764705882352941,0.2272727272727273,0.3333333333333333,0.2857142857142857,0.6,0.6326530612244897,0.5
0.27586206896551724,0.5,0.18965517241379315,0.3529411764705883,0.28125,0.7512953367875648,0.0,0.0,1.0,1.0,0.11560693641618491,0.09905660377358483,0.4634146341463415,0.56,0.11764705882352941,0.045454545454545456,0.16666666666666666,0.0,0.58,0.673469387755102,0.0
0.24137931034482762,0.4666666666666667,0.18965517241379315,0.3137254901960782,0.28125,0.7927461139896373,0.0,0.0,1.0,1.0,0.11560693641618491,0.10377358490566035,0.45121951219512196,0.76,0.11764705882352941,0.06818181818181818,0.16666666666666666,0.0,0.56,0.8163265306122448,0.5
0.206896551724138,0.6000000000000001,0.18965517241379315,0.27450980392156854,0.28125,0.7512953367875648,0.0,0.0,1.0,1.0,0.08670520231213874,0.08490566037735847,0.4024390243902439,0.5866666666666667,0.11764705882352941,0.06818181818181818,0.16666666666666666,0.0,0.48,0.6530612244897959,0.5
0.1724137931034483,0.4666666666666667,0.18965517241379315,0.3137254901960782,0.28125,0.7772020725388601,0.0,0.0,1.0,1.0,0.09248554913294793,0.08490566037735847,0.3902439024390244,0.44,0.11764705882352941,0.022727272727272728,0.0,0.14285714285714285,0.46,0.44897959183673464,0.5
0.13793103448275867,0.3666666666666667,0.18965517241379315,0.33333333333333304,0.28125,0.2227979274611399,0.0,0.0,1.0,1.0,0.09826589595375723,0.08490566037735847,0.3170731707317073,0.5466666666666667,0.11764705882352941,0.11363636363636365,0.0,0.0,0.34,0.6530612244897959,0.5
0.10344827586206906,0.5,0.18965517241379315,0.27450980392156854,0.28125,0.21761658031088082,0.0,0.0,1.0,1.0,0.06358381502890176,0.05188679245283012,0.29268292682926833,0.09333333333333334,0.058823529411764705,0.09090909090909091,0.0,0.0,0.3,0.08163265306122448,0.5
0.5517241379310346,0.30000000000000004,0.43103448275862055,0.5490196078431371,0.6875,0.8704663212435233,0.0,0.0,1.0,1.0,0.36416184971098264,0.3018867924528301,0.17073170731707318,0.14666666666666667,0.058823529411764705,0.022727272727272728,0.0,0.0,0.22,0.12244897959183673,0.5
0.5172413793103449,0.5,0.43103448275862055,0.37254901960784315,0.6875,0.8238341968911918,0.0,0.0,1.0,1.0,0.36416184971098264,0.28301886792452824,0.15853658536585366,0.21333333333333335,0.0,0.34090909090909094,0.0,0.2857142857142857,0.2,0.12244897959183673,1.0
0.4137931034482759,0.6000000000000001,0.43103448275862055,0.5490196078431371,0.6875,0.8134715025906736,0.0,0.0,1.0,1.0,0.35838150289017334,0.2971698113207547,0.06097560975609756,0.16,0.0,0.2727272727272727,0.0,0.42857142857142855,0.1,0.08163265306122448,0.5
0.44827586206896564,0.4,0.17241379310344795,0.3137254901960782,0.078125,0.7253886010362695,1.0,1.0,0.0,0.0,0.1271676300578034,0.10849056603773577,0.2804878048780488,0.44,0.058823529411764705,0.06818181818181818,0.0,0.14285714285714285,0.28,0.4897959183673469,0.5
0.27586206896551724,0.5,0.3275862068965516,0.33333333333333304,0.34375,0.7772020725388601,1.0,1.0,0.0,0.0,0.20231213872832365,0.16981132075471694,0.3170731707317073,0.45333333333333337,0.0,0.045454545454545456,0.0,0.0,0.32,0.6530612244897959,0.5
0.24137931034482762,0.33333333333333337,0.3275862068965516,0.43137254901960764,0.34375,0.8031088082901554,1.0,1.0,0.0,0.0,0.19653179190751446,0.16509433962264153,0.2804878048780488,0.3466666666666667,0.0,0.045454545454545456,0.0,0.0,0.28,0.36734693877551017,0.5
0.206896551724138,0.8,0.3275862068965516,0.3529411764705883,0.34375,0.7927461139896373,1.0,1.0,0.0,0.0,0.19653179190751446,0.16981132075471694,0.24390243902439024,0.44,0.0,0.1590909090909091,0.0,0.14285714285714285,0.28,0.5102040816326531,0.5
0.13793103448275867,0.4,0.3275862068965516,0.4509803921568625,0.34375,0.8186528497409327,1.0,1.0,0.0,0.0,0.20231213872832365,0.16509433962264153,0.17073170731707318,0.37333333333333335,0.0,0.13636363636363635,0.0,0.2857142857142857,0.18,0.4897959183673469,0.5
0.10344827586206906,0.43333333333333335,0.3275862068965516,0.3529411764705883,0.34375,0.7512953367875648,1.0,1.0,0.0,0.0,0.21965317919075145,0.19339622641509435,0.0975609756097561,0.18666666666666668,0.0,0.11363636363636365,0.0,0.0,0.14,0.1020408163265306,0.5
0.206896551724138,0.7,0.17241379310344795,0.2941176470588234,0.265625,0.7616580310880829,1.0,1.0,0.0,0.0,0.05780346820809246,0.05188679245283012,0.13414634146341464,0.4266666666666667,0.0,0.20454545454545456,0.0,0.14285714285714285,0.18,0.26530612244897955,0.5
0.206896551724138,0.5333333333333332,0.17241379310344795,0.2549019607843137,0.265625,0.7512953367875648,1.0,1.0,0.0,0.0,0.05780346820809246,0.05188679245283012,0.12195121951219512,0.5066666666666667,0.0,0.1590909090909091,0.0,0.14285714285714285,0.16,0.36734693877551017,0.5
0.206896551724138,0.33333333333333337,0.17241379310344795,0.2156862745098036,0.265625,0.7409326424870466,1.0,1.0,0.0,0.0,0.05780346820809246,0.047169811320754707,0.10975609756097561,0.26666666666666666,0.0,0.045454545454545456,0.0,0.7142857142857142,0.16,0.16326530612244897,0.5
0.1724137931034483,0.5666666666666667,0.17241379310344795,0.2549019607843137,0.265625,0.7512953367875648,1.0,1.0,0.0,0.0,0.05780346820809246,0.047169811320754707,0.0975609756097561,0.32,0.0,0.13636363636363635,0.0,0.14285714285714285,0.14,0.42857142857142855,0.5
0.10344827586206906,0.43333333333333335,0.17241379310344795,0.19607843137254877,0.265625,0.7150259067357513,1.0,1.0,0.0,0.0,0.017341040462427793,0.018867924528301883,0.06097560975609756,0.3866666666666667,0.0,0.045454545454545456,0.0,0.14285714285714285,0.08,0.36734693877551017,0.5
0.10344827586206906,0.3666666666666667,0.17241379310344795,0.3137254901960782,0.265625,0.7564766839378239,1.0,1.0,0.0,0.0,0.017341040462427793,0.018867924528301883,0.03658536585365854,0.24000000000000002,0.0,0.022727272727272728,0.0,0.14285714285714285,0.06,0.16326530612244897,0.5
0.206896551724138,0.43333333333333335,0.1551724137931032,0.3529411764705883,0.171875,0.7772020725388601,0.0,0.0,1.0,1.0,0.1271676300578034,0.10849056603773577,0.20731707317073172,0.4266666666666667,0.0,0.06818181818181818,0.0,0.0,0.2,0.6122448979591836,0.5
0.206896551724138,0.2666666666666666,0.1551724137931032,0.4117647058823528,0.171875,0.7927461139896373,0.0,0.0,1.0,1.0,0.12138728323699421,0.1132075471698113,0.1951219512195122,0.12000000000000001,0.0,0.022727272727272728,0.0,0.0,0.2,0.061224489795918366,0.5
0.1724137931034483,0.5333333333333332,0.1551724137931032,0.3137254901960782,0.171875,0.766839378238342,0.0,0.0,1.0,1.0,0.1329479768786127,0.1132075471698113,0.17073170731707318,0.28,0.0,0.4090909090909091,0.0,0.14285714285714285,0.18,0.2040816326530612,0.5
0.13793103448275867,0.16666666666666663,0.1551724137931032,0.3529411764705883,0.171875,0.766839378238342,0.0,0.0,1.0,1.0,0.12138728323699421,0.10849056603773577,0.04878048780487805,0.05333333333333334,0.0,0.06818181818181818,0.0,0.0,0.04,0.08163265306122448,0.5
0.10344827586206906,0.2666666666666666,0.1551724137931032,0.3529411764705883,0.171875,0.7150259067357513,0.0,0.0,1.0,1.0,0.1271676300578034,0.09905660377358483,0.0,0.04,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.5
0.27586206896551724,0.6000000000000001,0.25862068965517215,0.4117647058823528,0.390625,0.766839378238342,1.0,1.0,0.0,0.0,0.24277456647398843,0.2028301886792453,0.25609756097560976,0.5333333333333333,0.0,0.18181818181818182,0.16666666666666666,0.14285714285714285,0.28,0.5918367346938775,0.5
0.27586206896551724,0.43333333333333335,0.25862068965517215,0.4117647058823528,0.390625,0.766839378238342,1.0,1.0,0.0,0.0,0.2601156069364162,0.21698113207547165,0.24390243902439024,0.33333333333333337,0.0,0.0,0.16666666666666666,0.0,0.28,0.2857142857142857,0.5
0.206896551724138,0.5333333333333332,0.25862068965517215,0.4509803921568625,0.390625,0.8134715025906736,1.0,1.0,0.0,0.0,0.22543352601156064,0.19811320754716977,0.20731707317073172,0.33333333333333337,0.0,0.09090909090909091,0.0,0.0,0.26,0.2857142857142857,0.5
0.48275862068965514,0.30000000000000004,0.1551724137931032,0.3137254901960782,0.25,0.7512953367875648,1.0,1.0,0.0,0.0,0.12138728323699421,0.10377358490566035,0.36585365853658536,0.4666666666666667,0.11764705882352941,0.022727272727272728,0.16666666666666666,0.14285714285714285,0.3,0.5102040816326531,0.5
0.48275862068965514,0.4666666666666667,0.1551724137931032,0.3137254901960782,0.25,0.766839378238342,1.0,1.0,0.0,0.0,0.12138728323699421,0.09433962264150941,0.3536585365853659,0.37333333333333335,0.11764705882352941,0.022727272727272728,0.16666666666666666,0.0,0.3,0.42857142857142855,0.5
0.4137931034482759,0.4,0.1551724137931032,0.3529411764705883,0.25,0.7305699481865285,1.0,1.0,0.0,0.0,0.1329479768786127,0.12735849056603776,0.32926829268292684,0.33333333333333337,0.058823529411764705,0.09090909090909091,0.16666666666666666,0.0,0.28,0.3061224489795918,0.5
0.5172413793103449,0.4,0.17241379310344795,0.23529411764705888,0.40625,0.7409326424870466,0.0,0.0,1.0,1.0,0.12138728323699421,0.10377358490566035,0.5365853658536586,0.33333333333333337,0.23529411764705882,0.0,0.0,0.14285714285714285,0.7000000000000001,0.26530612244897955,1.0
